2019,2016,2013,2010,2007,2004,2001,1998,1995,1992,1989
70400,248663.2349,670103.4563,154114.9268,181088.0509,889328.0746,481738.1054,61339.0183,9492229.713,237726933.7,143304.0768
78920,248663.2349,655827.2437,154114.9268,181581.8152,887972.3915,402594.1788,61339.0183,9492229.713,228482701.5,143304.0768
93980,247599.6625,675594.3073,153997.1019,178002.0242,887972.3915,606144.2704,61339.0183,9492229.713,230048732.7,143304.0768
83300,247599.6625,688772.3497,153997.1019,179853.6402,889328.0746,281004.2666,61496.29784,9492229.713,225978124.2,143304.0768
466600,3797910.802,4365226.547,253087.8155,287617.6951,18437.28935,4878038.808,1727401.123,120190.7285,1662.567376,-9944.765913
466600,3159873.699,4365226.547,253087.8155,277865.8505,18437.28935,4910967.303,1727401.123,120190.7285,1662.567376,-9944.765913
466400,5456764.726,4365226.547,253087.8155,284037.904,18437.28935,4900857.678,1728816.639,120190.7285,-1108.378251,-9944.765913
466200,3618167.061,4365226.547,253087.8155,281445.6415,18437.28935,4876161.306,1725828.328,120190.7285,804.4680851,-9944.765913
466200,3988928.411,4365226.547,253087.8155,277742.4094,18437.28935,4873417.265,1727401.123,120190.7285,3754.184397,-9944.765913
-50,1488895.049,73138.13535,17673.73013,61572.40614,185999.7132,349937.4714,1504850.582,1869.633554,16820712.58,5827.632825
50,1348503.488,73138.13535,17673.73013,61572.40614,192506.9918,373622.8801,1504850.582,1869.633554,16820712.58,5827.632825
-950,1366052.433,73138.13535,17673.73013,62683.37578,183559.4837,333184.3774,1504850.582,1869.633554,16820712.58,5827.632825
50,1247676.821,73138.13535,18851.97881,62930.25792,186948.6913,421426.9672,1504850.582,1869.633554,16820712.58,5827.632825
-950,1361798.144,73138.13535,17673.73013,61572.40614,190066.7623,318019.9389,1504850.582,1869.633554,16820712.58,5827.632825
398000,6339157.595,109871.9286,287374.852,228612.8632,1359343.385,239053450.6,8021.25624,2373933.819,643574.4681,1153.592846
397000,6232800.352,109981.7456,287139.2022,217873.49,1360699.068,242400516.6,9137.940932,2489283.532,1477718.487,1153.592846
396000,6338094.023,109871.9286,294562.1689,223304.8972,1360699.068,247255158.8,5662.063228,2379108.698,865840.0615,1153.592846
397000,6126443.108,109871.9286,287610.5017,221576.7222,1360699.068,245231024,4262.275374,2276779.647,857098.1749,1153.592846
397000,6163668.144,109981.7456,299628.6382,231328.5668,1360699.068,242794503.1,6527.100666,2152749.492,1397647.097,1153.592846
116000,45839.97187,1378203.602,1944.110315,604.8612471,13558.18609,157869.026,0,851184.0618,18824.55319,419470.2262
116000,45946.32911,1379301.772,2415.409785,592.5171401,6915.33919,148048.2468,0,850850.1987,-446.9267139,419470.2262
116000,45946.32911,1393577.984,1472.810845,592.5171401,20472.1696,154937.2345,0,851017.1302,10475.96218,419470.2262
116000,45946.32911,1333178.623,648.0367716,604.8612471,16405.12047,133634.809,0,851017.1302,4004.463357,419470.2262
116000,45946.32911,1449584.665,-1708.46058,543.1407117,21827.85264,156453.6784,0,851184.0618,4916.193853,419470.2262
362850,333536.3151,139577.4325,3770.395762,506478.7137,28709299.75,528950.0573,5976.622296,1006947.907,22435.72104,43219.95266
429700,353637.834,139577.4325,3770.395762,358361.7728,10638044.82,575165.4889,5976.622296,949005.9603,22435.72104,43259.73172
281850,311584.18,139687.2495,3888.22063,484617.3,9350145.93,455294.2131,7706.697171,977551.2583,22435.72104,43259.73172
173700,402679.1589,139687.2495,3888.22063,494751.812,8685861.241,618492.4561,5976.622296,936152.2296,22435.72104,43259.73172
422700,475214.7989,139687.2495,3888.22063,429698.3676,9005802.438,456738.4454,5976.622296,956017.0861,22435.72104,43259.73172
422740,-14656.02813,765644.2637,117.8248676,-44685.66765,59080.66691,37379618.79,33544736.31,648045.0375,558443.8676,206652.2357
427030,-14656.02813,766852.2509,-1060.423808,-29971.492,41592.35568,39972015.66,15752646.3,640499.7307,561357.8298,206652.2357
428920,-14656.02813,765644.2637,129.6073543,-46043.51943,44303.72176,26835279.22,24250144.97,632787.4923,660736.4539,206652.2357
427830,-14656.02813,766742.4339,-1166.466189,-39834.43356,60165.21334,38930724.22,16920604.12,638446.4724,598613.6407,206652.2357
420830,-14656.02813,766852.2509,117.8248676,-43438.91283,51353.27357,35139614.59,13499145.13,644205.6115,572781.2766,206652.2357
94600,1145786.582,124203.0497,23755260.67,643868.6255,11086369.2,9241.642093,551422.0466,204491.17,732745.2861,117925.0342
93600,992632.1519,124203.0497,23755260.67,428340.5158,11085013.52,5444.755539,551422.0466,204491.17,826599.896,117925.0342
94600,1465921.885,124203.0497,23755260.67,592146.8169,11086504.77,8087.700535,551264.7671,204491.17,456902.1182,118621.1678
94500,1518036.934,124203.0497,23755260.67,445622.2658,11083793.4,5040.370512,551264.7671,204491.17,485666.3215,115936.081
94600,1001140.731,124203.0497,23755260.67,425748.2534,11085013.52,4765.966387,551422.0466,204491.17,871113.7967,119774.7607
48793000,598259.4937,308805.4604,401641.4085,188568.5798,318314.3779,798126.0619,0,600285.9161,17239751.06,20448.42767
48789000,598153.1364,381614.1446,391755.9022,74138.70715,318449.9462,733785.5157,0,680413.0684,17121762.41,2547.849027
48816000,604428.2138,289258.0308,397647.1455,118947.8159,318314.3779,674846.398,0,783910.6402,17150365.72,6525.755392
48810000,598472.2082,367887.0171,397529.3207,280161.8544,318314.3779,554946.2376,0,621987.0199,17695616.31,2547.849027
48812000,596876.8495,395670.7232,400227.5101,474704.982,318314.3779,658844.3048,0,586096.7329,17168242.79,539.0063125
8000,7774.714487,355148.2428,513362.948,7301539.341,84052.34851,19266.05806,56510.53661,742862.1678,245094.6099,633382.141
6650,6094.270042,350975.1961,513480.7728,7301539.341,84052.34851,37391.17265,16073.96839,581239.0243,118167.4232,664907.0489
5750,55071.78059,349986.8429,513362.948,7301539.341,85408.03155,99550.92819,14626.99667,477975.1567,103865.7683,617271.6202
5150,7604.542897,351194.8301,513362.948,7301539.341,84052.34851,66333.58671,22852.71631,535566.5475,171798.6288,633083.798
4650,6179.355837,350426.111,513362.948,7301539.341,84052.34851,50490.35905,34286.93844,585445.6998,152133.8534,633183.2457
-820,11305.77497,9004.995643,75997.03958,664583.2716,1621396.917,1483948.625,426038.802,710444.0574,1503.461466,4574.59232
3200,11305.77497,8895.178623,71401.86974,646894.1662,1621396.917,1483948.625,399301.2812,732145.1612,2754.856265,4574.59232
8030,11305.77497,9004.995643,75997.03958,700824.3356,1621396.917,1483948.625,390179.0682,747169.0022,2021.896454,4574.59232
6060,10242.20253,9004.995643,75879.21471,619255.7104,1620041.233,1483948.625,444912.3461,700428.1634,1288.936643,4574.59232
6270,10242.20253,8895.178623,75879.21471,635822.7365,1621396.917,1483948.625,391280.025,710444.0574,3916.865721,4574.59232
6807600,7657.721519,31642676.16,-73051.41789,1933457.493,25527.51165,162620.55,16907.54992,992040.9183,289107.9527,4514.923724
6807600,7657.721519,31643774.33,-72697.94328,1930988.671,19548.94944,187461.3445,14862.91597,1401023.258,258180.6241,20625.4445
6807600,7764.078762,31642676.16,-75879.21471,1930988.671,22802.58874,180673.453,13368.7604,890880.3885,246918.0709,2724.86586
6802600,7764.078762,31641577.98,-68456.24805,1929754.261,22667.02044,180240.1834,13368.7604,1353614.693,320053.1584,54238.75329
6803600,7764.078762,31642676.16,-72933.59302,1929754.261,25378.38652,234687.7387,16042.51248,913916.9448,300728.0473,12470.73645
4055500,56216503.6,2527438.716,88957.77501,1316128.697,21555.36034,1180840.384,140891.0067,199149.3598,956244.3972,2187.848501
3954500,57243914.57,3972960.151,88839.95014,1417473.817,21555.36034,1216274.622,274735.8902,195643.7969,954456.6903,2187.848501
3989500,56307119.97,2728294.046,90136.02368,1424756.84,21419.79204,1197420.17,48096.08153,192472.0971,909764.0189,2187.848501
3120500,56902826.89,3345685.333,88957.77501,1291563.924,21555.36034,1347230.38,62723.0782,190468.9183,965182.9314,2187.848501
4320500,56035802.64,6514016.178,88839.95014,1360567.483,21555.36034,1214108.274,63336.46839,194809.1391,936579.6218,2187.848501
-63010,-2095.237693,228748.8527,33026.31038,10245.60888,374914.1449,12142526.97,96302.25874,26576840.97,475762.4255,206453.3404
-63010,-2095.237693,222050.0145,31954.10408,9011.198172,354714.4676,9433291.711,131076.7637,43288694.04,475762.4255,206453.3404
-63010,-1988.88045,219853.6741,34322.38392,10245.60888,460322.1764,-643838.7319,97953.69384,16708180.57,475762.4255,206453.3404
-62920,-2095.237693,217767.1507,33014.52789,9381.521384,350511.8501,-3816383.69,115144.3469,28213104.19,475762.4255,206453.3404
-62950,-2095.237693,219963.4911,33144.13525,12961.31244,400672.1226,-4659526.471,107296.0982,18498354.7,475762.4255,206453.3404
39100,151186.8214,26410.99332,91820.91929,32558286.05,1975908.032,-6412.391138,508170.1747,15691.56733,6256.973995,1899728.743
40100,53901.85091,29540.77839,91703.09442,25563102.76,1806447.652,-6412.391138,506440.0998,15691.56733,6256.973995,1907406.102
39100,146422.0169,26641.60906,91703.09442,29971072.3,1647832.736,-6412.391138,506440.0998,15691.56733,6256.973995,1903428.196
39100,167980.6301,26619.64566,90524.84575,25737771.87,1704771.423,-6412.391138,508012.8952,15691.56733,6256.973995,1899649.185
40100,66558.36287,26465.90183,90524.84575,25763966.07,2016578.523,-6412.391138,506440.0998,15691.56733,6256.973995,1900245.871
-20560,2473975.837,132988.4113,28686820.51,319835.8146,14778.30083,681533.1933,498716888.3,8071141.28,1174702.175,714710.4366
-20470,2159477.468,132988.4113,28276083.02,316873.2289,14778.30083,682110.8862,492494280.8,8071141.28,837290.383,406422.6933
-20770,2874198.144,132988.4113,29085539.86,314355.031,14778.30083,682544.1558,459421383.1,8071141.28,679096.2033,764434.2662
-20590,2245520.478,132988.4113,28968893.24,321193.6663,14778.30083,681677.6165,492429796.2,8071141.28,762707.253,1112501.073
-20520,3761855.696,132988.4113,28975962.73,321317.1074,14778.30083,680811.0772,509560525.8,8071141.28,801411.1064,1192059.2
5440,327154.8805,105204.7052,2474.322219,-160.4733921,18920454.79,216490.4125,10957665.14,92480.0883,480535.6028,190939.5055
5260,362997.2715,111903.5434,2474.322219,-148.129285,19001795.77,216490.4125,10973393.1,65771.03753,480535.6028,185171.5413
5430,452656.4276,110256.2881,2474.322219,-160.4733921,19018063.97,216490.4125,10973393.1,65771.03753,480535.6028,184554.9658
5610,354488.692,109377.752,2592.147086,-148.129285,19007218.5,216490.4125,10987548.25,65771.03753,480535.6028,186444.4713
5950,318752.6582,121567.4412,2474.322219,-148.129285,18920454.79,216490.4125,10952946.76,65771.03753,480535.6028,187697.5118
2283500,223669.2827,18064.8998,4890556.778,37155.76233,96999121.55,1361694.366,1440523.253,15724.95364,2442776.279,340389.4477
2284500,204205.9072,21688.86146,4890556.778,25428.86059,97244500.18,2592469.079,1421806.988,15724.95364,2171044.837,301187.1804
2284500,315987.3699,16856.91258,4890556.778,23577.24453,96475827.9,1594504.603,1448859.068,15724.95364,2174620.251,402564.1242
2284500,231007.9325,18943.43596,4891735.027,22960.03918,87638130.15,1601581.341,1428255.449,15724.95364,2237189.991,294623.6349
2283500,245366.1603,16966.7296,4890556.778,45796.63728,96824238.44,2905867.475,1415909.006,15724.95364,2253279.352,541293.6086
382100,101156.3741,-46167.07523,553659.0527,4443.87855,213587.863,1672493.144,375693.6231,31466.60044,356647.5177,123076.4229
382100,100103.4374,-58362.2553,555897.7252,4567.319621,172985.156,1672781.99,376055.3661,31466.60044,364155.8865,123076.4229
382100,99156.85795,-59345.11763,552362.9791,4567.319621,184101.7569,1671771.028,375426.2479,31466.60044,551686.3357,123076.4229
382000,100316.1519,-48363.41563,554719.4765,4443.87855,212299.9641,1672493.144,376055.3661,31466.60044,374167.0449,123076.4229
382100,98976.05063,-50565.24688,554719.4765,4567.319621,213248.9423,1672218.74,375426.2479,31466.60044,396870.922,123076.4229
33078000,336088.8889,22841.94017,140682.8919,3551646.49,2417182.861,605711.0008,111699.9251,568886.0883,164469.0307,201978.1957
33079000,283761.1252,26356.08481,142332.44,3512515.671,2418538.544,632573.7204,112281.8594,557033.947,262792.9078,190044.4766
33079000,289610.7736,24708.82951,139975.9427,3568804.799,2418538.544,629685.2559,111888.6606,555865.4261,101899.2908,192033.4298
33079000,293014.2053,24489.19547,136676.8464,3551893.373,2417182.861,630407.372,111841.4767,579903.5717,334301.182,203967.1489
33079000,307904.2194,21524.13593,141036.3665,3513503.2,2417182.861,632573.7204,110803.4318,548019.6424,244915.8392,213911.9148
737000,90350.4782,28980.71159,54364.39389,536598.335,564113.27,423448.8923,1791807.092,339371.8764,11479759.57,-9447.527617
740100,88170.15471,28980.71159,53044.75538,551534.7045,553444.0445,315275.8976,1793379.888,339371.8764,5479679.054,-9447.527617
718900,89542.16315,28980.71159,44985.53443,537338.9814,565550.294,423304.4691,1791807.092,339371.8764,3469045.154,-9447.527617
742000,89435.80591,28980.71159,43771.9383,544004.7992,561944.1771,315131.4744,1793379.888,339371.8764,3957446.667,-9447.527617
723100,89180.54852,28980.71159,56650.19632,537215.5403,560913.858,315275.8976,1793379.888,339371.8764,3451382.61,-9447.527617
31380,5477.398031,-4063.229742,773755.9053,726450.7019,3809.469344,384887.8915,14626.99667,39729.71302,1424498.454,76534.91846
31175,5583.755274,-4063.229742,773755.9053,698059.2556,3945.037648,429947.9374,13683.31947,36391.08168,1618411.017,108755.96
42480,5466.762307,-4063.229742,773638.0804,778295.9517,3802.690929,390231.5508,14312.4376,48076.29139,3293438.709,78921.66228
44275,5466.762307,-4063.229742,773755.9053,698059.2556,3809.469344,400052.33,12896.9218,49745.60706,3912753.995,114722.8196
39375,5466.762307,-4063.229742,773638.0804,735091.5769,3802.690929,393120.0153,16042.51248,53084.23841,1420297.343,80910.61547
222900,4038916.315,-27564.07203,-29102.74229,308849.5593,454018.2503,140018.3155,971279.7629,419332.0971,0,5131.499211
227800,4016581.294,-26465.90183,-26734.46245,333414.3324,452662.5672,140018.3155,1056367.991,375095.2318,0,5131.499211
228900,4005945.57,-28662.24223,-29043.82985,342178.6484,452662.5672,140162.7387,994871.693,347551.5232,0,5131.499211
229200,4022962.729,-28662.24223,-29326.60954,321193.6663,452662.5672,140018.3155,995028.9726,429347.9912,0,5131.499211
228500,4005945.57,-27564.07203,-30445.94578,303788.4754,452662.5672,140018.3155,947687.8328,392623.0464,0,5131.499211
45143000,-2360.067229,179990.0959,127533.6367,1896178.289,128518.7522,74377.96028,1823656.198,31883.92936,4955201.617,126934.9921
45162000,-2360.067229,343507.6387,126320.0405,1969008.521,127976.479,74377.96028,1823656.198,31883.92936,3555284.132,126557.091
45233000,-2360.067229,252908.5972,151452.0848,1970119.491,128179.8315,74522.3835,1823656.198,31883.92936,3457121.149,126934.9921
45227000,-2360.067229,186908.5681,123504.0262,1970242.932,128518.7522,74377.96028,1823656.198,31883.92936,4395863.896,126338.3062
45148000,-2360.067229,186359.483,127745.7214,1969008.521,127298.6375,74522.3835,1823656.198,31883.92936,3901151.778,126934.9921
51600,-26407.43994,443441.1269,787659.2396,2497830.069,231008.3901,722.1161192,54244138.52,311160.4415,10382822.65,-1690.610205
51600,-26407.43994,468808.8586,882979.5575,1351309.403,231143.9584,722.1161192,66379827.37,311160.4415,10382822.65,-1690.610205
51500,-25343.86751,453324.6587,1785518.043,1554740.287,229652.7071,722.1161192,46301600.69,311160.4415,10382822.65,-1690.610205
51500,-25333.23179,448931.9779,789780.0873,1725829.612,232499.6415,722.1161192,181561937.1,311160.4415,10382822.65,-1690.610205
52600,-26407.43994,503840.488,1129233.531,1787179.824,232499.6415,722.1161192,34470153.37,311160.4415,10382822.65,-1690.610205
4250,319603.5162,204556.1632,19372764.72,5067.255958,1054450.269,43644.69824,-5032.945092,7144.671082,19074.83215,793990.1105
4250,319603.5162,162836.6773,19371586.48,6060.956579,904240.588,43543.60199,-5032.945092,8813.986755,19074.83215,792478.5061
4350,319603.5162,193464.6442,19371586.48,8282.895854,1015135.461,43240.31322,-4875.665557,11317.96027,19074.83215,792916.0758
4350,319603.5162,161738.5071,19373942.97,4579.663728,1028014.45,44482.35294,-6291.181364,11317.96027,19074.83215,793095.0815
4350,319603.5162,162726.8603,19372764.72,10992.42736,1061499.821,43399.17876,-5662.063228,6310.013245,19074.83215,793592.3198
10,436.0646976,12628.95731,-69021.80742,731573.5064,417279.2399,307043.7739,85968993.34,302613.5453,520401.4657,348066.8069
5,436.0646976,11530.7871,-62329.35494,731388.3448,305706.5256,309643.3919,81675262.06,379485.532,520401.4657,371934.2451
5,436.0646976,13507.49347,-74100.05921,731635.2269,575080.7458,307477.0435,81306127,354162.0133,520401.4657,350055.7601
5,436.0646976,11530.7871,-66771.35245,731413.033,566675.5109,309065.699,85961129.37,302663.6247,520401.4657,348066.8069
10,436.0646976,24269.56143,-76586.16391,731450.0653,504720.796,307477.0435,88157223.5,333529.2715,520401.4657,350055.7601
126570,30843.60056,1010316.584,45362.57401,935190.7871,256969.7203,11765582.35,708512.8453,146449.064,84290.37825,565777.6223
200680,29780.02813,1151980.54,20265.87722,935190.7871,261104.5536,11801688.16,711658.4359,144445.8852,84290.37825,790608.8901
120670,30843.60056,1009218.414,44184.32534,935190.7871,260697.8487,11771503.71,708512.8453,147450.6534,84290.37825,815669.7002
135670,29780.02813,1250815.858,14256.80898,935190.7871,257078.175,11761394.08,739968.7521,145614.4062,84290.37825,588929.0374
158670,28716.4557,1130017.136,39589.1555,935190.7871,257444.2094,11821907.41,725813.594,149286.9007,84290.37825,668347.9379
1477500,235262.2222,2751487.401,0,2352786.81,1626.819649,9470264.057,13378983.57,353060.2649,414926.7612,240126.3177
1476500,235262.2222,4188992.193,0,2352663.369,1626.819649,9470264.057,15157500.54,353060.2649,443351.3002,204325.1604
1476500,235262.2222,2415447.319,0,2351428.959,1626.819649,9468819.824,14299383.4,353060.2649,484647.3286,182446.6754
1476500,235262.2222,2892053.186,0,2352663.369,1626.819649,9470264.057,14239931.74,353060.2649,1038657.683,184435.6286
1477500,235262.2222,3399407.819,0,2352786.81,1626.819649,9470264.057,12437193.72,353060.2649,5913734.279,186424.5818
5220,3190.7173,19657.24659,606727.373,5061.083905,738304.9839,414205.806,375268.9684,197513.4305,25190756.08,61756.99632
7150,5137.054852,19217.97851,722077.9184,3950.114267,738169.4156,412761.5737,375268.9684,137418.0662,25190756.08,59768.04314
9030,2829.102672,20316.14871,725377.0147,5061.083905,739660.6669,403085.2177,375111.6889,462934.6225,25190756.08,23966.88585
9810,5796.469761,20206.33169,661280.2867,5061.083905,764740.8032,415794.4614,375111.6889,170470.5166,25190756.08,51812.23041
3930,3626.781997,19547.42957,723020.5173,3950.114267,803377.7698,425037.5478,375268.9684,138586.5872,25190756.08,23966.88585
4300,978.4866385,140346.1516,205663.3063,108998.4656,2632099.294,1608224.809,2673.75208,51754461.55,4916158.099,3121662.02
4300,946.5794655,140455.9686,205804.6962,108998.4656,2632234.862,1536157.62,2673.75208,51810049.76,12925621.13,3336468.964
4300,701.9578059,140346.1516,205486.569,108998.4656,2630865.622,1678992.189,2673.75208,48450051.17,35718561.75,3030170.174
4300,967.8509142,142652.309,205533.699,108998.4656,2630730.054,1357058.38,2673.75208,48349391.44,15970300.43,3414038.138
4400,967.8509142,142652.309,204202.278,108998.4656,2630879.179,1463801.585,2673.75208,51156295.66,4337139.514,3018236.455
7600,638.1434599,-31231.9605,762326.8931,872728.3709,1171987.989,1243.483957,1208221.381,1354649.669,2938811.3,3977.906365
13300,638.1434599,-30254.58902,786480.991,866556.3173,1170632.306,1243.483957,1206648.586,1354649.669,45098302.08,3977.906365
9400,638.1434599,-31341.77752,792372.2343,830758.4068,1171987.989,1243.483957,1206648.586,1354649.669,3126520.52,3977.906365
13300,638.1434599,-31341.77752,781767.9963,834461.6389,1171987.989,1243.483957,1206805.865,1354649.669,3770094.988,3977.906365
9700,638.1434599,-30243.60732,790015.737,835696.0496,1170632.306,1243.483957,1205075.79,1354649.669,2777917.683,3977.906365
1739900,12879.86217,13584.36538,475423.3406,8034779.301,18955160.27,4721484.034,89177.49584,115783.7351,1122501.135,234577.1384
1740000,12890.49789,13342.76794,475423.3406,7923682.338,18955160.27,4718739.992,83987.27122,107620.7815,1181495.461,234577.1384
1784300,12879.86217,13957.74325,475541.1655,7996512.569,19077171.75,4718595.569,88548.3777,122995.1788,1029540.378,240543.9979
1740200,12784.14065,12277.54284,475423.3406,8034779.301,19131399.07,4720184.225,90907.57072,129505.5099,1034903.499,234577.1384
1741100,12890.49789,12266.56114,475423.3406,8074280.444,19119197.92,4718595.569,91064.85025,110692.3223,1022389.551,262422.4829
-17800,264297.7497,7173687.017,2304772.234,306997.9432,16124494.08,1590749.599,27209.3594,8855302.318,2027795.887,40276.30195
-17800,264191.3924,7242761.923,2304772.234,307121.3843,16472091.22,1375443.457,26611.69717,9080659.934,2058186.903,39560.2788
-17800,264297.7497,7188951.583,2304772.234,306997.9432,16317543.35,1299332.418,26957.71215,13871595.92,2072488.558,39480.72067
-17800,264191.3924,7190049.753,2304772.234,306997.9432,16682899.93,1530756.192,26548.78536,8863648.896,2004555.697,40276.30195
-17800,263234.1772,7166988.179,2304772.234,306997.9432,16075147.22,1627476.425,27114.99168,8856971.634,2346007.707,55909.47396
81900,261851.5331,5188854.197,33191.26519,5117002.71,385149.5518,806271.5317,433619.6755,1392042.34,17798051.92,11734.82378
68000,261851.5331,5111982.283,19547.14553,5246615.834,623749.7669,778946.6578,433776.9551,1642439.691,17798051.92,11734.82378
72400,260787.9606,4996674.412,27264.67435,5112065.067,623749.7669,691223.9916,434091.5141,1141644.989,17798051.92,11734.82378
83600,262915.1055,4915409.817,30575.55313,5312039.602,419041.6278,696408.7853,435978.8686,1892837.042,17798051.92,11734.82378
80600,262915.1055,4996674.412,35983.71455,5133050.049,230601.6852,763146.7571,433619.6755,2343552.274,17798051.92,11734.82378
66850,233135.0774,7028.289283,17894062.64,733721.381,69546.53998,378966.5393,2986581.073,3361834.834,122171.8865,444928.8269
66650,237389.3671,6918.472263,17892884.39,731018.0216,74969.27214,415216.7685,2985008.278,3361834.834,122171.8865,480451.5308
66750,232071.5049,6918.472263,17894062.64,729783.6108,49482.43098,256351.2223,2986581.073,3361834.834,122171.8865,375315.4655
66750,233241.4346,7028.289283,17894062.64,731141.4626,53413.9118,393553.285,2985008.278,3361834.834,122171.8865,570232.8774
66750,234305.007,7028.289283,17891706.14,732499.3144,60192.327,309571.1803,2983435.483,3361834.834,122171.8865,1220620.568
464390,168703.8594,564130.032,353.4746027,2091992.86,5734.539261,36091.36364,24557469.18,639848.6976,351641.9385,1526123.777
450690,168703.8594,402918.6465,353.4746027,2091955.828,5490.516314,36091.36364,38333426.29,598115.8057,343418.487,1480377.854
456980,168703.8594,517567.6155,353.4746027,2091462.063,5870.107565,36091.36364,35652124.79,598115.8057,343418.487,1410764.492
442740,168703.8594,438938.6291,353.4746027,2091462.063,5612.527788,36091.36364,30697819.47,656541.8543,354144.7281,1597726.092
463990,168703.8594,507244.8156,353.4746027,2092684.13,4324.628899,36091.36364,29439268.64,656541.8543,343418.487,1613637.717
139300,32864.38819,288379.4946,-13807.89623,216145.3151,1380478.483,6272878.304,453736671.6,15307.62472,0,719881.7149
138300,31800.81575,287281.3244,-11592.78872,222564.2507,1389385.321,3708066.272,457165208.2,15274.23841,0,974248.9374
138300,32013.53024,289038.3968,-11474.96385,175409.7617,1367694.392,4535466.921,474711313,15307.62472,0,741123.7349
137300,32013.53024,286842.0564,-14986.1449,213182.7294,1364278.071,3924556.685,453250520.6,15357.70419,0,725132.5513
139300,32226.24473,284535.8989,-11463.18136,234661.4757,1382376.44,4294424.561,452287969.8,15274.23841,0,1238819.49
160000,105680238,120688.905,597430.991,9875.285668,16335.98064,45912.14286,2928544.925,634506.8874,27888.22695,66689.60021
161000,105679939.1,119480.9178,597430.991,9875.285668,16200.41233,56065.09549,2926972.13,629498.9404,27888.22695,66908.38506
161000,105690500.4,119590.7348,596252.7423,9751.844597,16335.98064,38719.86631,2926972.13,629498.9404,27888.22695,76355.91268
161000,105679524.3,119371.1008,596252.7423,9998.726739,16200.41233,53869.86249,2928544.925,632837.5717,27888.22695,67405.62336
161000,87003108.38,119480.9178,596252.7423,9875.285668,16200.41233,47370.81742,2925399.334,634506.8874,27888.22695,68400.09995
2134700,51998056.26,707442.3413,237240.3708,3423638.1,-11657.51847,420820.3896,36724.77122,170854.4592,40468320.1,593125.7286
2139900,42436540.08,707552.1583,218388.392,3454498.368,-11643.96163,444419.1444,36724.77122,173358.4327,40468320.1,681534.6975
2135800,45616621.66,707442.3413,225340.0592,3485358.635,-11643.96163,421167.0054,36724.77122,158334.5916,40468320.1,500102.3882
2139800,43489476.79,707442.3413,234766.0486,3453263.957,-11643.96163,433255.2292,36724.77122,168851.2804,40468320.1,493578.6218
2135700,46680194.09,707552.1583,216974.4936,3364386.386,-11643.96163,426236.2605,36724.77122,162507.8808,40468320.1,681236.3546
1500600,790766.1041,317656.7122,514305.5469,21886.10186,452865.9197,0,979867.2255,1040484.459,23662624.26,127273.1142
1500700,1006777.665,317118.6088,514423.3718,21886.10186,453001.488,0,987731.2022,1040484.459,24010690.78,127273.1142
1499600,519236.0619,317217.4441,514541.1966,21886.10186,452865.9197,0,976721.6348,1040484.459,23681752.72,127273.1142
1499600,736311.1955,318326.596,514423.3718,21762.66079,454357.171,0,975140.9755,1040484.459,23751473.29,127273.1142
1499600,1270330.914,319314.9492,514305.5469,21886.10186,452852.3629,0,981440.0208,1040484.459,23678177.31,127273.1142
454200,9891.223629,11245262.85,7953.17856,48018.57656,7888719.613,87571310.62,841602.787,9515.099338,6525130.024,976576.0126
453200,9891.223629,11551652.34,7953.17856,48018.57656,7888719.613,88447959.59,841602.787,9515.099338,6525130.024,976576.0126
454200,9891.223629,11210121.41,9131.427236,48018.57656,8180191.467,90370232.7,843018.3028,9515.099338,6525130.024,976576.0126
454200,9891.223629,11244164.68,7953.17856,48018.57656,13849657.94,88163445.84,844591.0982,9515.099338,6525130.024,976576.0126
453200,9891.223629,11244164.68,9131.427236,47895.13549,13836101.11,93424928.3,843175.5824,9515.099338,6525130.024,976576.0126
1110910,-36310.36287,12123.79901,6716.017451,961112.1776,1626.819649,356580.9397,546703.6606,114181.1921,166077.9669,744743.6297
956800,-35353.14768,13178.04241,6126.893113,962346.5883,1626.819649,356580.9397,512699.8253,126867.9912,234547.1395,744743.6297
1075650,-35140.43319,11695.51263,6716.017451,994441.2667,1626.819649,356725.3629,617007.6123,104999.9559,156281.3333,744743.6297
1100210,-35034.07595,11915.14667,7305.141789,968518.6419,1626.819649,356580.9397,619681.3644,132543.6645,210413.0969,744743.6297
911560,-35246.79044,11695.51263,6716.017451,998144.4989,1626.819649,356580.9397,351315.2953,155363.2097,214167.2813,744743.6297
-430,64824.7398,13309.82283,760559.5201,0,7756404.948,18919.44232,156005.5699,231534.0839,14569.81088,387310.6433
-2430,64612.02532,12991.35347,753490.0281,0,7749626.533,23974.25516,143643.3985,231534.0839,6256.973995,385321.6901
-12430,64718.38256,13232.95092,830076.192,0,7742848.118,35239.26662,157248.0782,231534.0839,2181.002364,385321.6901
-14430,64399.31083,13309.82283,751133.5307,0,7742848.118,22241.17647,146726.0774,231534.0839,-178.7706856,385321.6901
-430,64505.66807,13309.82283,754668.2767,0,7756404.948,42460.42781,134285.2662,231534.0839,27083.75887,383332.7369
442600,3120734.234,7028.289283,-62623.91711,1998782.507,2996.05952,15568823.53,73659353.33,188382.2737,32715.03546,28561.3677
442600,3120734.234,7138.106303,-62506.09224,1998905.948,2989.281104,15567379.3,72878303.16,188298.808,32715.03546,28541.47817
442600,3120734.234,7028.289283,-63566.51605,2002621.525,4344.964145,15568823.53,71840258.24,188298.808,32715.03546,28581.25723
