2019,2016,2013,2010,2007,2004,2001,1998,1995,1992,1989
10417400,1024752.039,301008.4519,204779.6198,388222.1678,89155139.48,9705.240642,-4844.209651,37910.15894,23848.00946,330762.9143
10417350,1011989.17,319677.3453,205957.8685,265027.9791,89156495.16,10037.41406,-6259.725458,37559.60265,47088.19858,306895.4761
277500,340.3431786,-18888.52745,90913.66781,4275381.489,87577.12442,21721.25287,24278140.72,227694.6578,133184.1608,37193.42451
277400,1510.272855,-18229.62533,82665.92708,4274147.078,87577.12442,19280.50038,27565691.91,169268.6093,134614.3262,37193.42451
277400,1403.915612,-18668.89341,108976.22,4274147.078,87577.12442,50981.39801,24220434.86,204324.2384,179128.227,37193.42451
277400,1403.915612,-18668.89341,89841.46151,4274147.078,87577.12442,19699.32773,14114108.11,182623.1347,178591.9149,37193.42451
277400,1935.701828,-18559.07639,82936.92428,4274147.078,87577.12442,31542.03209,30340165.81,160922.0309,125497.0213,37193.42451
20450300,104491737.3,2196.340401,276063.6647,36902337.81,1093493.941,252264.0451,231389.6506,7507747.241,29515.04019,231911.9411
20452300,104617238.8,2086.523381,274885.416,43464712.01,1235976.228,248610.1375,307984.7837,7453494.481,30587.6643,229922.9879
20450300,106572085,2086.523381,274885.416,48421364.77,1065024.597,274404.1253,319308.9102,7637119.205,24473.70686,237878.8006
20451300,108684339.8,2086.523381,274767.5912,35443264.35,1210760.524,372178.6478,387410.9484,7291737.793,29515.04019,233900.8943
20455300,106764591.6,2196.340401,274767.5912,54776975.19,1051332.198,278736.822,284078.2945,7572182.826,33054.69976,239867.7538
33870,3662932.824,162089.9216,220096.8526,406368.0052,137859.4084,5792382.238,51131.57654,22156927.09,753697.2104,169856.6018
20470,3664001.715,162089.9216,230818.9156,406491.4463,135730.986,5792382.238,71577.91597,21731819.16,753697.2104,169856.6018
-3330,3662938.142,162089.9216,223631.5986,406491.4463,136408.8275,5790938.006,51776.42263,23456005.24,753697.2104,169856.6018
3870,3662932.824,160991.7514,216679.9314,406491.4463,132070.6418,5790938.006,66875.2579,23661648.24,753697.2104,169856.6018
-7300,3662932.824,162089.9216,225516.7965,406491.4463,138686.375,5792382.238,68432.32529,23601385.94,753697.2104,169856.6018
7941060,112951.3924,20623.63636,658334.665,19083125.47,533556852.1,135324.5607,992119.3012,326601.6115,36254.69504,300232.4829
7940070,113057.7497,27311.49288,667525.0047,15653364.69,415249782.4,124348.3957,979065.0998,293215.298,36254.69504,300232.4829
7942070,112951.3924,20502.83764,745631.1094,16875986.77,398250872.7,153810.7334,965067.2213,299141.3687,36254.69504,300232.4829
7942060,113057.7497,31166.07029,709588.4824,16713069.25,401867292.8,139801.6807,869283.985,324364.7285,36254.69504,300232.4829
7941070,112951.3924,24467.23207,665168.5073,15669399.68,417104899,115971.8487,880136.2729,292530.8786,36254.69504,300232.4829
204224800,11394923.61,489454.4583,1959309.723,121021.6259,5961209.466,7742529.03,60395.3411,157249.5364,19700.52955,232966.0863
182898600,11383224.31,487258.1179,2057104.363,121219.1316,5961073.898,7742529.03,60238.06156,165763.0464,19700.52955,244899.8054
197398400,11382160.74,468589.2245,1955774.977,123083.0917,5961209.466,7437940.451,60395.3411,637511.6556,19700.52955,475618.3745
200739800,9946337.952,471883.7351,2061935.182,121231.4757,5961073.898,7759859.817,60395.3411,157082.6049,19700.52955,620811.9569
198399300,9979308.698,482865.4371,2095986.569,123564.5119,5961209.466,7316480.52,60395.3411,347718.4548,19700.52955,461695.7023
-270040,16485.37271,549.0851002,6716.017451,1307858.146,335124.8476,531044.194,14784.27621,151039.6821,3077179.811,280641.2941
-251490,16485.37271,549.0851002,6598.192583,2001473.523,335124.8476,532632.8495,14784.27621,151039.6821,1813557.097,274674.4345
-295120,16485.37271,549.0851002,6598.192583,1300451.681,335124.8476,532632.8495,14626.99667,151039.6821,2002964.638,278652.3409
-269190,16485.37271,549.0851002,6598.192583,1164666.503,335124.8476,532632.8495,14784.27621,151039.6821,2200667.14,266519.7265
-350460,16485.37271,549.0851002,6598.192583,1031350.147,335124.8476,529744.385,14784.27621,151039.6821,2096265.059,274674.4345
-254750,2325607.482,306389.4859,4596.348084,68023436.5,15270549.34,5199.236058,46019.99168,751358.9846,134560.695,387845.8706
-254350,2377722.532,293211.4435,4596.348084,67991341.82,14875367.73,4390.466005,42465.47421,751358.9846,375901.1206,387845.8706
-253570,2467062.616,284426.0819,4596.348084,68087625.86,15703961.21,4722.639419,40263.56073,751358.9846,260772.7991,385658.0221
-255270,2324543.91,286622.4223,4596.348084,67980232.13,15812822.55,4823.735676,40043.36938,751358.9846,61085.94326,384464.6502
-253580,2363896.09,292113.2733,4596.348084,67990107.41,15217677.7,4289.369748,40043.36938,751358.9846,394314.5012,391823.777
206900,319486.5232,107423.009,52879.80056,53919.05975,54.22732162,172296.906,2056115.349,130540.4857,952132.6714,-179.0057864
205900,318422.9508,108521.1792,53221.49268,55301.59974,54.22732162,139801.6807,3710224.21,126534.128,2100019.244,-159.1162546
206900,319486.5232,107423.009,53692.79215,66510.04897,54.22732162,273104.3163,7389700.27,140222.5166,869200.9504,-159.1162546
205900,319380.166,107423.009,51925.41913,51573.6794,54.22732162,151788.8083,5766198.008,149904.5475,515431.6407,-497.2382956
205900,319486.5232,108521.1792,53339.31754,58980.14365,54.22732162,154532.8495,3913759.655,129872.7594,558336.6052,-179.0057864
12839500,4569851.674,7796898.606,58794.60891,101345.1192,180712.5493,12998.09015,351205.1997,21222594.42,1534031.253,42384.59232
12840400,4570915.246,8180269.823,62565.00467,103813.9406,176293.0226,12998.09015,351362.4792,21719132.36,1534031.253,42384.59232
12840400,4569851.674,8509720.883,58523.61172,102579.5299,186880.9071,12998.09015,351362.4792,22174104.35,1534031.253,42384.59232
12840400,4569851.674,7225959.919,58441.13431,102579.5299,184400.0072,12998.09015,351362.4792,21299599.95,1534031.253,42384.59232
12840500,4570808.889,6890908.191,58500.04674,102579.5299,178543.4564,12998.09015,351205.1997,20617701.19,1534031.253,42384.59232
44661,850.8579466,110.9151902,1176952.602,132884.3128,63988.23951,2071635.607,-1100.956739,64018.25607,40044.63357,99566.99632
44561,850.8579466,1.0981702,1176952.602,131649.9021,85408.03155,3407348.235,-1100.956739,15608.10155,40044.63357,105772.5303
43561,850.8579466,110.9151902,1176952.602,132760.8717,55583.00466,2351354.507,-1100.956739,4423.686534,40044.63357,117805.697
40661,850.8579466,1.0981702,1178130.851,132884.3128,72393.47436,3784466.157,-1100.956739,43836.22958,40044.63357,100143.7927
40661,850.8579466,1.0981702,1176952.602,132884.3128,70224.3815,2452739.61,-1100.956739,44153.39956,40044.63357,109213.4193
7400,4431044.835,51559.09091,12594300.09,-3011.962129,91373.03693,1811110.554,3279750.125,39496.00883,75602.12293,608361.1099
7400,3659603.843,25203.0061,12593121.85,987.5285668,78087.34313,1811110.554,3099979.617,53751.96468,66663.58865,879176.9753
7400,3880380.208,-19821.97212,12593121.85,-1481.29285,92525.36752,1808222.089,2951035.899,33119.22296,66663.58865,656533.556
7400,7557618.082,26301.1763,12593121.85,-3011.962129,107342.9832,1811254.977,2908570.424,55604.90508,70239.00236,818971.3624
7400,4601705.668,4337.772292,12591943.6,-2616.950702,62225.85156,1809781.86,2999792.554,42166.91391,63088.17494,1258888.027
-10070,89882.50633,759933.7787,121595.2633,230353.3823,8050045.895,7213940.031,22333.69384,1359657.616,10547.47045,92128.31142
-10170,88818.9339,759933.7787,115468.3702,218058.6517,8105628.899,7189113.678,44510.10815,727320.8389,12871.48936,116194.6449
-10070,87649.00422,754442.9277,125954.7834,222663.0036,8081226.605,7205173.541,134316.7221,1486976.322,11405.56974,114205.6917
-10070,87755.36146,764326.4595,126072.6083,240586.6471,8024287.917,7195179.454,25793.84359,696772.362,12513.94799,110227.7854
-10270,88818.9339,762130.1191,116646.6189,222551.9066,8001241.305,7213940.031,91536.68885,486855.9161,10368.69976,102271.9727
2050000,104974.5992,1647.255301,1645989.835,1424695.119,1678457.616,140162.7387,80825.95258,705118.9404,2336532.861,1.988953183
2049000,103911.0267,1647.255301,1645989.835,1423584.15,1677101.933,140162.7387,176231.718,705118.9404,2360291.485,1.988953183
2050000,103911.0267,1647.255301,1646095.877,1424682.775,1677101.933,140162.7387,105805.0882,705118.9404,2336532.861,1.988953183
2050000,103911.0267,1647.255301,1645989.835,1422300.362,1675732.693,141462.5478,439215.6814,705118.9404,2351013.286,1.988953183
2050000,104974.5992,1647.255301,1646225.485,1424904.969,1675732.693,141606.971,35356.43927,705118.9404,2336532.861,1.988953183
377000,2597988.383,183614.0575,699644.0636,559311.492,4541.538186,402940.7945,342869.3844,6753400.181,846479.1962,227894.2557
377000,2597988.383,183614.0575,699644.0636,554744.1724,4541.538186,905533.6135,173919.7088,7433062.057,846479.1962,237938.4692
376000,2545979.691,183614.0575,699644.0636,588567.0258,4405.969882,511980.3285,416948.0449,3961302.786,846479.1962,219441.2046
377000,2545873.333,183614.0575,699644.0636,544622.0046,4405.969882,329284.9503,204620.6739,8118132.517,846479.1962,193286.4703
377000,2599158.312,184712.2277,699644.0636,541042.2135,13082.34134,343294.0031,277441.0982,4783240.437,846479.1962,368354.1294
96941700,437128.27,22732.12315,89193.42474,862729.6441,4150965.902,183128.6478,755901.1689,31496815.06,9456.969267,0
96935700,436064.6976,22841.94017,89193.42474,895194.6458,4153270.563,183273.0711,938140.9651,32375542.83,9456.969267,0
96936700,436171.0549,22841.94017,89193.42474,804835.7819,4149881.355,183128.6478,1024723.349,31045098.23,9456.969267,0
96937700,436064.6976,22841.94017,89193.42474,815081.3908,4149610.219,182984.2246,889981.9717,31109366.89,9456.969267,0
96935700,434682.0535,22841.94017,89193.42474,893713.3529,4150559.197,182984.2246,743947.9243,28520258.28,9456.969267,0
169740,12762.8692,17901.27244,11082607.04,1325633.66,107207.4148,4058350.359,865.0374376,305150.9051,290681.1348,33812.2041
179040,12762.8692,17901.27244,11611640.7,1325510.219,107071.8465,732182.4179,566.2063228,246724.8565,291932.5296,33812.2041
173030,12656.51196,17901.27244,11258166.1,1325633.66,107736.1312,54924.15202,173.0074875,266756.6446,288446.5012,33812.2041
144330,12656.51196,17901.27244,11226353.38,1326744.629,106529.5733,296833.052,62.91181364,311828.1678,288893.4279,33812.2041
128650,12762.8692,17901.27244,11318256.78,1325880.542,107980.1542,3462734.542,676.3019967,303481.5894,290859.9054,33812.2041
167431,11285567.09,8613058.699,4006.045497,6767039.504,27520.36572,298378.3804,277912.9368,191303.5762,14560872.34,287403.7349
163721,11285567.09,8630739.239,4006.045497,4517943.193,26571.38759,298378.3804,293640.8902,218012.6269,14560872.34,292097.6644
166431,11285567.09,8552769.155,4006.045497,7252162.912,28198.20724,298378.3804,298359.2762,261414.8344,14560872.34,291878.8795
157781,11286630.66,8558369.823,4006.045497,6146130.917,26300.25099,298378.3804,281058.5275,191303.5762,14560872.34,279447.9222
170231,11284503.52,8452835.667,4006.045497,5024051.583,28198.20724,298378.3804,274767.3461,191303.5762,14560872.34,267713.0984
199100,5867729.114,1881495.004,451976.192,6779000.944,621173.9692,1184963.667,210078.2737,357233.5541,557049.4563,27845.34456
198700,18082858.51,1881495.004,452400.3615,6778136.856,223145.4285,1184963.667,344347.812,357233.5541,701496.1702,87513.94003
201300,9859316.456,1881385.187,451269.2428,6778766.406,864519.0749,1184963.667,173164.7671,357233.5541,540066.2411,29834.29774
204200,5856029.817,1881385.187,452094.0168,6780580.989,724612.5852,1186393.457,173636.6057,357233.5541,754591.0638,24185.6707
194500,3120521.519,1881495.004,454792.2063,6778272.641,610735.2098,1186393.457,125619.1639,357233.5541,826099.3381,39779.06365
9880,2274981.435,25259.01278,8416230.29,4893882.974,-20199.6773,18448333.77,72348.58569,5675.673289,5166.472813,426093.4403
10100,2276045.007,25259.01278,8133450.608,6050093.764,-18843.99426,17823558.9,94367.72047,5675.673289,5166.472813,426093.4403
10100,2276045.007,25368.8298,8021516.984,5245406.112,-21555.36034,18788017.19,88076.5391,5675.673289,5166.472813,426093.4403
9600,2276045.007,24150.95905,8221819.258,4683909.713,-20335.24561,17391155.77,160425.1248,5675.673289,5166.472813,426093.4403
9000,2276045.007,24171.82428,8174689.311,5746132.471,-19928.5407,20721988.58,95940.51581,5675.673289,5166.472813,426093.4403
8750,7817257.384,362505.9832,-11900.31162,49993.63369,18843.99426,37477.82659,-78.63976705,72949.09492,53.63120567,68817.78012
8750,7817257.384,352732.2684,-13078.5603,38019.84982,17352.74292,37477.82659,-235.9193012,121860.0442,53.63120567,68817.78012
8850,7817257.384,349163.2152,-11900.31162,33575.97127,17352.74292,40294.07945,-393.1988353,111844.1501,53.63120567,68817.78012
8850,7817257.384,348526.2765,-11900.31162,33329.08913,17488.31122,42749.27426,-235.9193012,62098.54305,53.63120567,68817.78012
8850,7817257.384,338675.6898,-13078.5603,38883.93732,17352.74292,37939.9809,-78.63976705,125198.6755,53.63120567,68817.78012
114580,-957.2151899,5051.582922,2003.022749,175780.0849,246463.1768,939473.0711,478554.4384,2534521.987,8071253.326,83715.03945
115580,-957.2151899,6149.753122,1885.197881,175780.0849,246056.4719,920698.052,419118.5025,3273194.172,9256924.87,43935.9758
114670,-957.2151899,6149.753122,-471.2994702,175780.0849,249174.5429,920698.052,444597.787,6160943.355,16012490.31,220952.8091
115380,-957.2151899,5051.582922,-471.2994702,175780.0849,247141.0183,925030.7487,350843.4567,1319927.903,5348747.404,79737.13309
114680,-957.2151899,6149.753122,-471.2994702,175780.0849,243073.9692,920698.052,459696.6223,1411072.539,13095489.03,8632.056812
9744730,212331.6006,6390252.396,77410.93799,878900.4244,43924.13051,2203031.856,18032.09859,12037936.12,179306.9976,34408.89006
9675730,211906.1716,6390252.396,81652.63322,880134.8351,43924.13051,2210989.576,30024.66306,13765677.84,179306.9976,37889.55813
9633730,171064.9902,6391350.566,78235.71206,878900.4244,43788.56221,2200287.815,21106.91348,11002000.54,179306.9976,57779.08995
9585730,174351.429,6389154.226,78235.71206,878900.4244,43924.13051,2209386.478,20635.07488,11278397.48,179306.9976,35900.60495
9714730,179243.8622,6389154.226,78589.18666,878900.4244,43924.13051,2203753.973,19203.83112,11779192.19,179306.9976,34806.68069
55800,46903.5443,13320.80453,6716.017451,9085.262814,1756016.242,14630.07257,1219230.948,890529.8322,192714.7991,81905.09206
29500,46903.5443,13320.80453,8012.090994,9319.800849,1795737.756,17475.21008,1238104.493,885855.7483,192714.7991,133617.8748
57100,46903.5443,13331.78623,7422.966656,9085.262814,1593740.982,18515.0573,1112280.865,889027.4481,192714.7991,73949.27933
31100,46903.5443,13331.78623,6362.542848,9072.918707,2131947.15,13850.18717,1200357.404,889912.1854,192714.7991,105772.5303
50900,47009.90155,13430.62155,6362.542848,9072.918707,1723615.418,17330.78686,1194066.223,887575.1435,192714.7991,328535.2867
143200,1250761.181,4264743.973,13137.47273,25347389.49,682721.9792,16533570.67,234975.624,122694.702,-339.6643026,130216.7649
142000,1250761.181,4132963.549,13373.12247,25094335.29,682721.9792,15856225.75,440256.8719,132710.596,-339.6643026,130674.2241
144000,1250654.824,4252664.101,13373.12247,25857201.11,682586.4109,12574930.1,382142.084,112678.808,-339.6643026,129759.3056
143000,1250654.824,4187872.059,13373.12247,25813996.74,682721.9792,14433656.99,301473.411,111844.1501,-339.6643026,130873.1194
144100,1250654.824,4285609.207,13373.12247,25321466.86,682721.9792,16561011.08,538509.3968,121025.3863,-339.6643026,129978.0905
315700,7838.528833,7243969.91,-52430.88782,7575578.518,1258887.271,5386.986249,19858113.98,1068028.168,2132019.196,85147.08574
389500,9114.815753,7242871.74,-55965.63384,7575578.518,1258887.271,5372.543927,19859671.04,1204745.121,2132019.196,81169.17938
343800,9019.094234,7242871.74,-55965.63384,7575578.518,1258887.271,5372.543927,19859655.32,1082050.419,2132019.196,72298.44819
314500,8051.243319,7243969.91,-52430.88782,7576812.929,1258887.271,5372.543927,19858113.98,1069363.62,2132019.196,87136.03893
337200,7732.171589,7225301.017,-55965.63384,7575578.518,1261598.638,5372.543927,19858145.43,994327.8808,2132019.196,101058.7112
-21100,5280.637131,1091471.362,16848.95606,4578676.2,252834.8871,0,113870.3827,6677.262693,8476590.827,292972.8038
-21000,5285.954993,1024592.797,73522.71736,3900367.516,255519.1395,0,125351.7887,6677.262693,8476590.827,288994.8974
-21000,5280.637131,1469241.911,27571.01901,4995536.696,245731.1079,0,104590.8902,6677.262693,8476590.827,306895.4761
-21100,5275.319269,1050070.346,19087.62855,4226005.06,285276.3822,0,110882.0716,6677.262693,8476590.827,283744.061
-21100,5280.637131,1023604.444,18380.67934,4250940.157,244361.8681,0,105220.0083,6677.262693,8476590.827,283226.9332
80400,2435.580872,277162015.5,727980.9442,8850.72478,1721446.325,133187.097,8882644.792,219515.011,1103015.13,471381.9043
80400,2435.580872,273863112.2,727980.9442,8986.509958,1819055.504,210742.3682,4623939.663,239713.7307,1030791.773,471381.9043
80400,2435.580872,268856554.3,726802.6955,8974.165851,1748559.986,210020.2521,10140173.31,248561.1038,1027216.359,471381.9043
80400,2541.938115,277461816,727980.9442,8974.165851,1773504.554,208287.1734,7089375,197813.9073,1072445.343,471381.9043
80400,2435.580872,273351364.9,726802.6955,8850.72478,1782858.767,147051.7265,5392800.666,225524.5475,1059931.395,471381.9043
7100,12762.8692,1660982.428,8141.698348,77939457.72,14607484.76,422582.3529,162469.7587,7228.136865,1847416.265,533039.4529
4300,12762.8692,1658786.088,8141.698348,77928348.03,14607362.75,459843.5447,160896.9634,7228.136865,1847416.265,533039.4529
5000,13720.08439,1659884.258,8023.873481,77925879.2,14607511.88,429370.2445,156178.5774,7228.136865,1847416.265,533039.4529
4500,12975.58369,1660982.428,8141.698348,77917238.33,14607376.31,422437.9297,156335.8569,7228.136865,1847416.265,533039.4529
5400,13507.3699,1660982.428,8141.698348,77941926.54,14607484.76,462876.4324,156021.2978,7228.136865,1847416.265,533039.4529
35710,655692.4051,13220761.23,1885.197881,193802.4812,40569492.83,-7091.18029,23591.93012,255655.6954,907869.0497,235193.7138
35310,669518.8467,13219663.06,1885.197881,193802.4812,77120063.28,-7091.18029,23591.93012,258994.3267,875261.2766,235193.7138
32220,701319.6625,13220651.41,1885.197881,195036.8919,38190269.09,-7091.18029,21704.57571,237293.223,898501.4657,235193.7138
35010,661116.6245,13219663.06,1885.197881,196271.3026,31746707.6,-7091.18029,22019.13478,282364.7461,932110.3546,235193.7138
34420,678027.4262,13220651.41,1885.197881,193802.4812,138962256.5,-7091.18029,23591.93012,322428.3223,818054.6572,235193.7138
36600,-47.86075949,584555.9977,253912.5896,5784448.58,178299.4335,12258932.09,21814.67138,245890.1987,53.63120567,222026.8438
35600,63.81434599,585654.1679,253912.5896,8252035.586,178312.9903,12424441.1,30197.67055,349888.5651,53.63120567,222026.8438
36600,164.8537271,584555.9977,253912.5896,6135021.221,178448.5586,12286516.92,24456.96755,295168.3974,53.63120567,222026.8438
36600,164.8537271,585654.1679,253912.5896,7426214.822,178435.0018,13279715.43,23875.03328,270262.2075,53.63120567,222026.8438
36600,63.81434599,585654.1679,253912.5896,9497555.991,178299.4335,13538955.12,21327.10483,269677.947,53.63120567,222026.8438
16000,231858.7904,55677.22916,160159.3425,38893812.6,54.22732162,868821.23,399804.5757,4173.289183,658126.4019,202475.434
16000,230901.5753,50406.0122,158981.0938,38237106.11,54.22732162,1129851.765,309683.4027,4173.289183,658126.4019,202475.434
16000,230795.218,51943.45048,160159.3425,35123922.3,54.22732162,895756.1612,295213.6855,4173.289183,658126.4019,202475.434
16000,230795.218,67208.01627,158981.0938,38209949.07,54.22732162,871883.0023,356552.7038,4173.289183,658126.4019,202475.434
16100,230901.5753,61387.7142,157685.0203,35743596.47,54.22732162,467367.9947,267847.0466,4173.289183,658126.4019,202475.434
-2390,18574760.76,109158.1179,8577.650358,222070.4865,503771.8179,1299.809015,4520607.009,3914528.561,45228.98345,198.8953183
-1930,17634562.73,109158.1179,36737.79371,223304.8972,503500.6813,1010.962567,4488993.823,3914645.413,45228.98345,298.3429774
-1930,19180997.05,109158.1179,35088.24556,223181.4561,503771.8179,1299.809015,4514315.828,3914762.265,45282.61466,198.8953183
-1870,17477154.01,109158.1179,33556.52228,221947.0454,503636.2496,1299.809015,4481444.405,3914612.027,45228.98345,198.8953183
-1750,17455882.56,109048.3009,20466.1795,223058.015,503636.2496,1299.809015,4497015.079,3913209.801,45604.40189,198.8953183
1130,4919022.504,5490.851002,7894.266127,385753.3464,227348.0459,31050.99313,256208.3611,0,52522.82742,56784.61336
1100,4919022.504,5490.851002,6833.842319,385753.3464,223362.3378,9387.509549,152561.1481,0,47517.24823,56784.61336
1100,4919022.504,5490.851002,6833.842319,385753.3464,227320.9322,8954.239878,161840.6406,0,52522.82742,56784.61336
1120,4919022.504,5490.851002,6833.842319,385753.3464,234085.7906,10831.74179,144697.1714,0,52522.82742,56784.61336
1100,4919022.504,5490.851002,6833.842319,386864.316,234262.0294,11265.01146,220081.2521,0,43763.06383,56784.61336
1323000,-15251.62869,1.0981702,90571.97569,23330.36239,100740.8067,2440030.367,12944270.8,1885325.121,17394.38771,93600.13677
1323000,-15251.62869,1.0981702,90583.75818,23453.80346,100876.375,2440030.367,12290302.5,1758123.267,17841.31442,87633.27722
1322000,-15251.62869,1099.268371,90571.97569,23330.36239,100740.8067,2440030.367,11524351.17,943330.287,17841.31442,91611.18359
1323000,-15251.62869,-1097.07203,90583.75818,23330.36239,100740.8067,2440030.367,11557505.69,2508480.662,17394.38771,91611.18359
1323000,-15251.62869,1099.268371,90571.97569,23330.36239,100876.375,2438586.135,10175679.16,2351231.126,19486.00473,84649.84745
131800,889146.5542,25170.06099,102538233.9,98.75285668,122282.6103,40148211.99,35548163.02,264402.9095,87973.05437,956308.5797
118600,889146.5542,26268.23119,113488299.7,1419.572315,122757.0993,40096219.63,29668896.76,264553.1479,74064.69504,956308.5797
117200,889146.5542,26268.23119,115384679.2,271.5703559,120669.3474,40282525.59,30415659.98,260179.5408,87973.05437,956308.5797
130600,889040.1969,26268.23119,98195810.18,6048.612471,121808.1212,40151100.46,33213033.78,258576.9978,74064.69504,956308.5797
117300,888082.9817,25170.06099,93883502.51,271.5703559,124492.3736,40282525.59,30861704.74,264654.9762,87973.05437,956308.5797
420400,238133.8678,461670.7523,10509.97819,41476.1998,60883318.65,36972.3453,114279215.1,10850.55188,5229364.34,302181.657
420400,236336.4304,462768.9225,8860.430041,41476.1998,79864101.33,36972.3453,143562808.5,10850.55188,5256752.01,49584.60284
420400,248897.2208,460352.948,8860.430041,41476.1998,51112504.27,36972.3453,117204551.5,10850.55188,5238517.4,43617.74329
420400,256150.7848,460572.5821,8860.430041,41476.1998,38247614.49,36972.3453,124626399.8,10850.55188,5231187.801,49584.60284
420400,243621.9016,462549.2884,8860.430041,41476.1998,70192794.08,36972.3453,122795320,10850.55188,5233690.591,29695.07102
1800,-6168.720113,8190702.44,2022181.072,6764.570682,726659.6666,19352.71199,3982003.245,894252.4062,558658.3924,887073.1194
1700,-6168.720113,8190702.44,2022181.072,6641.129612,708073.2521,19352.71199,4386526.206,1965285.342,371664.2553,887073.1194
1700,-6168.720113,8189604.27,2022181.072,6776.914789,704819.6128,19352.71199,3798300.749,3154505.828,394189.3617,887073.1194
1800,-6168.720113,8189604.27,2022181.072,6665.817826,698461.4593,19352.71199,8546569.884,1308910.419,568937.7069,887073.1194
1800,-6275.077356,8190702.44,2022181.072,6665.817826,702528.5084,19352.71199,10632096.51,1817717.837,334658.7234,887073.1194
820,211854056.5,266086.6396,851049.0184,2765.079987,355731.2298,0,40688.21547,3990332.185,37030202.27,191536.1915
810,223801165.7,266086.6396,849988.5946,2765.079987,354375.5468,0,40688.21547,4035403.709,37035744.16,344685.5865
920,212133776.1,265098.2864,850106.4195,2765.079987,354239.9785,0,40688.21547,3993670.817,42000921.18,291580.5366
890,213904624.2,265647.3715,849870.7697,2765.079987,354239.9785,0,40845.49501,3976977.66,34357938.06,202077.6434
960,212631528,266086.6396,850106.4195,2765.079987,354375.5468,0,40845.49501,3958615.188,40621526.57,360597.212
224000,23866.5654,729997.659,16613.30633,9544463.598,283880.0287,-1805.290298,-56950.9193,181454.6137,4111.725768,100302.909
205400,23504.95077,769531.7862,16613.30633,9543229.187,600432.0186,-1805.290298,-52232.53328,181454.6137,4111.725768,100302.909
237900,23398.59353,798095.1932,17791.555,9543229.187,420939.5841,-1805.290298,-52232.53328,181454.6137,4111.725768,100302.909
228000,24323.90155,895711.5423,17791.555,9543229.187,521260.1291,-1805.290298,-43094.59235,181454.6137,4111.725768,100302.909
202700,23504.95077,688278.1731,17791.555,9544463.598,449002.223,-1805.290298,-43896.71797,181454.6137,4111.725768,100302.909
500,123533.9381,255324.5716,925043.0352,357463615.5,125197.3288,244003.0367,62045989.81,4389148.393,3185157.305,219043.414
500,182413.308,255104.9376,924925.2104,448692739,114351.8645,244003.0367,61903651.83,4335529.974,3429179.291,286409.2583
500,164524.0197,255873.6567,924925.2104,329549145.5,116656.5256,244003.0367,59084258.9,5267709.232,2996107.305,193465.4761
500,212076.3432,256422.7418,925043.0352,361704310.1,118012.2087,243858.6135,61487647.46,5251683.801,2842632.671,220097.5592
500,188677.7497,254775.4865,925043.0352,403573052.5,118147.777,243858.6135,63556187.9,5057776.093,2855146.619,260751.7622
856040,-4041.575246,4493053.558,-15670.70739,3209.467842,2087.751882,2370996.066,97827.87022,1907026.225,2357055.735,95787.98527
672760,-4041.575246,4219609.178,-15670.70739,3332.908913,2087.751882,2397512.17,98456.98835,3419259.294,2357055.735,95787.98527
594850,-4041.575246,4965156.927,-15670.70739,3209.467842,2087.751882,2344422.193,102546.2562,2585936.91,2357055.735,95787.98527
809400,-4041.575246,3341073.018,-16848.95606,3332.908913,2087.751882,2373740.107,97670.59068,2655380.442,2357055.735,95787.98527
1077140,-4041.575246,3836347.778,-15670.70739,3209.467842,2074.195052,2364107.078,97827.87022,2675913.024,2357055.735,95787.98527
970,2960772.94,276189.8054,8129.915862,60362.68364,-8269.666547,3136366.94,130542.0133,850683.2671,4111.725768,228451.1626
880,2960772.94,276189.8054,8247.740729,61597.09435,-1084.546432,3464207.659,130542.0133,1180606.817,4111.725768,228451.1626
1050,2960772.94,276189.8054,8247.740729,43080.93373,-11658.87415,3481538.445,128969.218,2373867.046,4111.725768,228451.1626
920,2960772.94,276189.8054,8247.740729,60362.68364,-10709.89602,2547120.187,128969.218,1391207.682,4111.725768,228451.1626
950,2960772.94,276189.8054,8247.740729,60362.68364,21555.36034,3114703.457,128969.218,2235380.618,4111.725768,228451.1626
1877000,75428.55696,16241.93726,960.2726706,-18516.16063,-7726.037648,31672301.83,295984.3552,113062.7506,51986.51537,91591.29406
1878000,66483.9128,19327.79553,1195.922406,-18516.16063,-7861.605952,31688188.39,296141.6348,113062.7506,42154.12766,96563.67701
1877000,37852.5429,7313.813535,1083.988782,-18516.16063,-7997.174256,31620309.47,296141.6348,113062.7506,42332.89835,94574.72383
1877000,50583.50492,13134.1156,1078.097538,-18516.16063,-7861.605952,31539432.47,296000.0832,113062.7506,51986.51537,90596.81746
1878000,60878.88608,18844.60064,1083.988782,-18516.16063,-7861.605952,31575538.27,296141.6348,113062.7506,51986.51537,82641.00473
56200,24015391.09,247747.1972,-314828.0461,302677.5057,5677600.574,115827.4255,404208.4027,11648818.63,0,222565.8501
57200,24015497.45,247747.1972,-314828.0461,300085.2432,5708103.442,104273.5676,402635.6073,10812825.34,0,228532.7096
57200,24015486.81,248955.1844,-320954.9392,301566.5361,5705392.076,462009.8931,402635.6073,12731035.98,0,214610.0374
56200,24016561.02,249723.9036,-310468.526,297492.9807,5702680.71,275992.7808,402635.6073,12645233.16,0,239074.1615
57200,24015497.45,249065.0015,-296800.8414,298110.1861,5692513.087,224866.9595,402635.6073,7818907.682,0,226543.7564
